time;joint;pos_x;pos_y;poz_z
55.604;11;0.039;0.969;1.232
55.615;11;0.039;0.969;1.232
55.623;11;0.041;0.946;1.262
55.632;11;0.041;0.946;1.262
55.639;11;0.041;0.946;1.262
55.648;11;0.042;0.931;1.277
55.655;11;0.042;0.931;1.277
55.665;11;0.042;0.931;1.277
55.673;11;0.042;0.931;1.277
55.682;11;0.042;0.931;1.277
55.689;11;0.041;0.923;1.284
55.700;11;0.041;0.923;1.284
55.706;11;0.041;0.923;1.284
55.717;11;0.041;0.923;1.284
55.723;11;0.042;0.919;1.287
55.734;11;0.042;0.919;1.287
55.742;11;0.042;0.919;1.287
55.752;11;-0.047;0.910;1.242
55.758;11;-0.047;0.910;1.242
55.768;11;-0.047;0.910;1.242
55.779;11;-0.047;0.910;1.242
55.786;11;-0.046;0.909;1.242
55.794;11;-0.046;0.909;1.242
55.802;11;-0.046;0.909;1.242
55.812;11;-0.046;0.909;1.242
55.852;11;-0.047;0.914;1.233
55.859;11;-0.038;0.925;1.214
55.865;11;-0.038;0.925;1.214
55.870;11;-0.038;0.925;1.214
55.878;11;-0.038;0.925;1.214
55.884;11;-0.031;0.931;1.204
55.890;11;-0.031;0.931;1.204
55.896;11;-0.031;0.931;1.204
55.901;11;-0.031;0.931;1.204
55.907;11;-0.031;0.931;1.204
55.915;11;-0.026;0.935;1.198
55.921;11;-0.026;0.935;1.198
55.928;11;-0.026;0.935;1.198
55.937;11;-0.026;0.935;1.198
55.944;11;-0.026;0.935;1.198
55.952;11;0.012;0.941;1.204
55.959;11;0.012;0.941;1.204
55.969;11;0.012;0.941;1.204
55.982;11;0.012;0.941;1.204
55.990;11;0.029;0.945;1.207
55.999;11;0.029;0.945;1.207
56.006;11;0.029;0.945;1.207
56.016;11;0.029;0.945;1.207
56.023;11;0.042;0.950;1.210
56.033;11;0.042;0.950;1.210
56.043;11;0.042;0.950;1.210
56.054;11;0.042;0.950;1.210
56.063;11;0.070;1.000;1.217
56.069;11;0.070;1.000;1.217
56.078;11;0.070;1.000;1.217
56.088;11;0.070;1.000;1.217
56.103;11;0.077;1.059;1.220
56.118;11;0.077;1.059;1.220
56.130;11;0.059;1.133;1.210
56.145;11;0.059;1.133;1.210
56.161;11;0.046;1.210;1.220
56.175;11;0.046;1.210;1.220
56.189;11;0.046;1.210;1.220
56.197;11;0.033;1.298;1.236
56.210;11;0.033;1.298;1.236
56.225;11;0.035;1.368;1.274
56.240;11;0.035;1.368;1.274
56.258;11;0.035;1.426;1.317
56.273;11;0.035;1.426;1.317
56.283;11;0.035;1.426;1.317
56.297;11;0.079;1.406;1.380
56.312;11;0.079;1.406;1.380
56.330;11;0.078;1.449;1.426
56.342;11;0.078;1.449;1.426
56.355;11;0.078;1.449;1.426
56.365;11;0.083;1.452;1.451
56.374;11;0.083;1.452;1.451
56.388;11;0.083;1.452;1.451
56.396;11;0.087;1.456;1.478
56.408;11;0.087;1.456;1.478
56.421;11;0.100;1.431;1.501
56.428;11;0.100;1.431;1.501
56.440;11;0.100;1.431;1.501
56.455;11;0.100;1.431;1.501
56.464;11;0.107;1.416;1.509
56.475;11;0.107;1.416;1.509
56.489;11;0.107;1.416;1.509
56.496;11;0.110;1.405;1.510
56.509;11;0.110;1.405;1.510
56.522;11;0.110;1.397;1.506
56.528;11;0.110;1.397;1.506
56.542;11;0.110;1.397;1.506
56.555;11;0.110;1.397;1.506
56.562;11;0.109;1.391;1.495
56.575;11;0.109;1.391;1.495
56.587;11;0.105;1.386;1.478
56.594;11;0.105;1.386;1.478
56.608;11;0.105;1.386;1.478
56.621;11;0.100;1.383;1.461
56.628;11;0.100;1.383;1.461
56.640;11;0.100;1.383;1.461
56.654;11;0.100;1.383;1.461
56.661;11;0.097;1.382;1.447
56.674;11;0.097;1.382;1.447
56.686;11;0.094;1.382;1.438
56.694;11;0.094;1.382;1.438
56.708;11;0.094;1.382;1.438
56.720;11;0.093;1.382;1.432
56.727;11;0.093;1.382;1.432
56.740;11;0.093;1.382;1.432
56.753;11;0.093;1.382;1.432
56.760;11;0.092;1.381;1.428
56.773;11;0.092;1.381;1.428
56.786;11;0.091;1.381;1.425
56.793;11;0.091;1.381;1.425
56.806;11;0.091;1.381;1.425
56.818;11;0.091;1.381;1.423
56.825;11;0.091;1.381;1.423
56.838;11;0.091;1.381;1.423
56.846;11;0.091;1.381;1.423
56.858;11;0.090;1.381;1.422
56.870;11;0.090;1.381;1.422
56.878;11;0.090;1.381;1.422
56.890;11;0.090;1.381;1.421
56.902;11;0.090;1.381;1.421
56.910;11;0.090;1.381;1.421
56.922;11;0.090;1.381;1.419
56.934;11;0.090;1.381;1.419
56.941;11;0.090;1.381;1.419
56.954;11;0.090;1.381;1.419
56.960;11;0.079;1.399;1.393
56.973;11;0.079;1.399;1.393
56.985;11;0.079;1.399;1.393
56.992;11;0.085;1.398;1.357
57.004;11;0.085;1.398;1.357
57.011;11;0.102;1.383;1.308
57.023;11;0.102;1.383;1.308
57.036;11;0.102;1.383;1.308
57.042;11;0.102;1.383;1.308
57.055;11;0.102;1.383;1.308
57.069;11;0.140;1.329;1.272
57.079;11;0.140;1.329;1.272
57.092;11;0.184;1.256;1.252
57.104;11;0.184;1.256;1.252
57.118;11;0.184;1.256;1.252
57.131;11;0.184;1.256;1.252
57.141;11;0.229;1.175;1.241
57.155;11;0.229;1.175;1.241
57.168;11;0.251;1.067;1.194
57.197;11;0.251;1.067;1.194
57.265;11;0.251;1.067;1.194
57.321;11;0.273;0.857;1.217
57.351;11;0.274;0.679;1.294
57.382;11;0.259;0.597;1.360
57.394;11;0.248;0.545;1.411
57.406;11;0.248;0.545;1.411
57.420;11;0.248;0.545;1.411
57.430;11;0.242;0.529;1.450
57.441;11;0.242;0.529;1.450
57.453;11;0.242;0.529;1.450
57.466;11;0.235;0.506;1.477
57.475;11;0.235;0.506;1.477
57.486;11;0.235;0.506;1.477
57.493;11;0.231;0.508;1.488
57.505;11;0.231;0.508;1.488
57.516;11;0.231;0.508;1.488
57.522;11;0.232;0.533;1.499
57.534;11;0.232;0.533;1.499
57.541;11;0.232;0.533;1.499
57.554;11;0.232;0.533;1.499
57.563;11;0.233;0.552;1.500
57.574;11;0.233;0.552;1.500
57.586;11;0.233;0.552;1.500
57.595;11;0.235;0.559;1.487
57.605;11;0.235;0.559;1.487
57.617;11;0.235;0.559;1.487
57.625;11;0.237;0.564;1.472
57.636;11;0.237;0.564;1.472
57.645;11;0.237;0.564;1.472
57.657;11;0.237;0.564;1.472
57.669;11;0.242;0.569;1.451
57.679;11;0.242;0.569;1.451
57.689;11;0.242;0.569;1.451
57.700;11;0.247;0.573;1.434
57.712;11;0.247;0.573;1.434
57.721;11;0.247;0.573;1.434
57.731;11;0.250;0.575;1.420
57.740;11;0.250;0.575;1.420
57.753;11;0.250;0.575;1.420
57.761;11;0.252;0.577;1.409
57.771;11;0.252;0.577;1.409
57.784;11;0.252;0.577;1.409
57.792;11;0.252;0.575;1.398
57.803;11;0.252;0.575;1.398
57.813;11;0.252;0.575;1.398
57.823;11;0.252;0.575;1.398
57.835;11;0.252;0.574;1.390
57.844;11;0.252;0.574;1.390
57.855;11;0.252;0.574;1.390
57.865;11;0.250;0.571;1.385
57.873;11;0.250;0.571;1.385
57.886;11;0.250;0.571;1.385
57.894;11;0.248;0.569;1.382
57.907;11;0.248;0.569;1.382
57.919;11;0.248;0.569;1.382
57.930;11;0.248;0.569;1.382
57.940;11;0.242;0.562;1.385
57.959;11;0.242;0.562;1.385
57.967;11;0.233;0.549;1.400
57.977;11;0.233;0.549;1.400
57.987;11;0.224;0.532;1.431
57.995;11;0.224;0.532;1.431
58.005;11;0.224;0.532;1.431
58.017;11;0.224;0.532;1.431
58.025;11;0.224;0.532;1.431
58.038;11;0.219;0.515;1.464
58.049;11;0.219;0.515;1.464
58.058;11;0.219;0.515;1.464
58.070;11;0.219;0.515;1.464
58.084;11;0.218;0.502;1.504
58.097;11;0.218;0.502;1.504
58.106;11;0.219;0.493;1.534
58.124;11;0.219;0.493;1.534
58.134;11;0.225;0.484;1.565
58.145;11;0.225;0.484;1.565
58.155;11;0.225;0.484;1.565
58.166;11;0.232;0.478;1.593
58.174;11;0.232;0.478;1.593
58.184;11;0.232;0.478;1.593
58.193;11;0.239;0.473;1.617
58.209;11;0.239;0.473;1.617
58.228;11;0.239;0.473;1.617
58.249;11;0.246;0.471;1.634
58.258;11;0.246;0.471;1.634
58.268;11;0.255;0.471;1.651
58.278;11;0.255;0.471;1.651
58.296;11;0.255;0.471;1.651
58.304;11;0.262;0.472;1.662
58.313;11;0.262;0.472;1.662
58.322;11;0.262;0.472;1.662
58.331;11;0.270;0.476;1.670
58.342;11;0.270;0.476;1.670
58.354;11;0.270;0.476;1.670
58.366;11;0.278;0.482;1.675
58.374;11;0.278;0.482;1.675
58.388;11;0.278;0.482;1.675
58.399;11;0.284;0.488;1.677
58.408;11;0.284;0.488;1.677
58.420;11;0.284;0.488;1.677
58.430;11;0.290;0.498;1.672
58.441;11;0.290;0.498;1.672
58.453;11;0.290;0.498;1.672
58.466;11;0.296;0.508;1.660
58.473;11;0.296;0.508;1.660
58.487;11;0.296;0.508;1.660
58.499;11;0.301;0.514;1.638
58.509;11;0.301;0.514;1.638
58.522;11;0.301;0.514;1.638
58.534;11;0.302;0.515;1.602
58.543;11;0.302;0.515;1.602
58.554;11;0.302;0.515;1.602
58.568;11;0.298;0.514;1.568
58.578;11;0.298;0.514;1.568
58.590;11;0.289;0.510;1.529
58.604;11;0.289;0.510;1.529
58.613;11;0.289;0.510;1.529
58.624;11;0.289;0.510;1.529
58.639;11;0.278;0.508;1.498
58.653;11;0.278;0.508;1.498
58.661;11;0.259;0.509;1.466
58.674;11;0.259;0.509;1.466
58.687;11;0.259;0.509;1.466
58.699;11;0.244;0.514;1.441
58.708;11;0.244;0.514;1.441
58.721;11;0.244;0.514;1.441
58.734;11;0.228;0.521;1.418
58.750;11;0.228;0.521;1.418
58.772;11;0.228;0.521;1.418
58.793;11;0.228;0.521;1.418
58.810;11;0.228;0.521;1.418
58.822;11;0.212;0.530;1.399
58.847;11;0.183;0.549;1.372
58.868;11;0.183;0.549;1.372
58.883;11;0.172;0.556;1.361
58.915;11;0.165;0.559;1.354
58.930;11;0.165;0.559;1.354
58.940;11;0.160;0.561;1.350
58.953;11;0.160;0.561;1.350
58.967;11;0.160;0.561;1.350
58.978;11;0.156;0.561;1.349
58.990;11;0.156;0.561;1.349
59.000;11;0.156;0.561;1.349
59.009;11;0.153;0.558;1.353
59.026;11;0.153;0.558;1.353
59.045;11;0.154;0.550;1.363
59.056;11;0.160;0.538;1.379
59.074;11;0.160;0.538;1.379
59.091;11;0.160;0.538;1.379
59.109;11;0.170;0.527;1.396
59.126;11;0.170;0.527;1.396
59.145;11;0.181;0.517;1.410
59.158;11;0.181;0.517;1.410
59.174;11;0.194;0.509;1.423
59.193;11;0.194;0.509;1.423
59.211;11;0.205;0.502;1.432
59.234;11;0.215;0.498;1.439
59.245;11;0.215;0.498;1.439
59.258;11;0.215;0.498;1.439
59.274;11;0.226;0.495;1.443
59.290;11;0.226;0.495;1.443
59.306;11;0.226;0.495;1.443
59.324;11;0.238;0.493;1.445
59.341;11;0.238;0.493;1.445
59.360;11;0.250;0.495;1.442
59.380;11;0.265;0.500;1.430
59.402;11;0.265;0.500;1.430
59.414;11;0.281;0.507;1.405
59.430;11;0.281;0.507;1.405
59.447;11;0.292;0.514;1.375
59.465;11;0.292;0.514;1.375
59.490;11;0.300;0.520;1.342
59.507;11;0.306;0.521;1.312
59.525;11;0.306;0.521;1.312
59.542;11;0.311;0.522;1.281
59.560;11;0.311;0.522;1.281
59.579;11;0.307;0.543;1.247
59.595;11;0.307;0.543;1.247
59.616;11;0.308;0.545;1.221
59.628;11;0.310;0.543;1.194
59.640;11;0.310;0.543;1.194
59.659;11;0.310;0.543;1.194
59.676;11;0.311;0.540;1.167
59.693;11;0.311;0.540;1.167
59.709;11;0.309;0.538;1.145
59.724;11;0.309;0.538;1.145
59.741;11;0.307;0.537;1.127
59.760;11;0.307;0.537;1.127
59.776;11;0.306;0.537;1.114
59.796;11;0.306;0.537;1.114
59.812;11;0.304;0.537;1.102
59.828;11;0.304;0.537;1.102
59.840;11;0.304;0.537;1.102
59.857;11;0.304;0.537;1.102
59.875;11;0.304;0.537;1.102
59.893;11;0.304;0.537;1.102
59.911;11;0.304;0.537;1.102
59.934;11;0.304;0.537;1.102
59.947;11;0.304;0.537;1.102
59.962;11;0.304;0.537;1.102
59.974;11;0.304;0.537;1.102
59.992;11;0.304;0.537;1.102
60.008;11;0.304;0.537;1.102
60.026;11;0.304;0.537;1.102
60.043;11;0.304;0.537;1.102
60.061;11;0.304;0.537;1.102
60.079;11;0.304;0.537;1.102
60.090;11;0.304;0.537;1.102
60.107;11;0.304;0.537;1.102
60.125;11;0.304;0.537;1.102
60.144;11;0.304;0.537;1.102
60.159;11;0.304;0.537;1.102
60.178;11;0.304;0.537;1.102
60.189;11;0.304;0.537;1.102
60.208;11;0.304;0.537;1.102
60.224;11;0.304;0.537;1.102
60.242;11;0.304;0.537;1.102
60.259;11;0.304;0.537;1.102
60.280;11;0.304;0.537;1.102
60.294;11;0.304;0.537;1.102
60.306;11;0.304;0.537;1.102
60.324;11;0.304;0.537;1.102
60.341;11;0.304;0.537;1.102
60.359;11;0.304;0.537;1.102
60.377;11;0.304;0.537;1.102
60.394;11;0.304;0.537;1.102
60.413;11;0.304;0.537;1.102
60.428;11;0.304;0.537;1.102
60.441;11;0.304;0.537;1.102
60.458;11;0.304;0.537;1.102
60.482;11;0.304;0.537;1.102
60.500;11;0.304;0.537;1.102
60.514;11;0.304;0.537;1.102
60.526;11;0.304;0.537;1.102
60.566;11;0.304;0.537;1.102
60.578;11;0.304;0.537;1.102
60.598;11;0.304;0.537;1.102
60.619;11;0.304;0.537;1.102
60.642;11;0.304;0.537;1.102
60.659;11;0.304;0.537;1.102
60.668;11;0.304;0.537;1.102
60.681;11;0.304;0.537;1.102
60.692;11;0.304;0.537;1.102
60.708;11;0.304;0.537;1.102
60.726;11;0.304;0.537;1.102
60.742;11;0.304;0.537;1.102
60.760;11;0.304;0.537;1.102
60.779;11;0.304;0.537;1.102
60.794;11;0.304;0.537;1.102
60.811;11;0.304;0.537;1.102
60.823;11;0.304;0.537;1.102
60.840;11;0.304;0.537;1.102
60.858;11;0.304;0.537;1.102
60.875;11;0.304;0.537;1.102
60.892;11;0.304;0.537;1.102
60.910;11;0.304;0.537;1.102
60.927;11;0.304;0.537;1.102
60.945;11;0.304;0.537;1.102
60.983;11;0.304;0.537;1.102
60.992;11;0.304;0.537;1.102
61.003;11;0.304;0.537;1.102
61.012;11;0.304;0.537;1.102
61.023;11;0.304;0.537;1.102
61.031;11;0.304;0.537;1.102
61.047;11;0.304;0.537;1.102
61.056;11;0.304;0.537;1.102
61.065;11;0.304;0.537;1.102
61.073;11;0.304;0.537;1.102
61.083;11;0.304;0.537;1.102
61.090;11;0.304;0.537;1.102
